Td    ID    Tj    Df    Dd    Db
119    2461    116    0    3    3
120    2458    115    0    5    5
120    2465    117    0    3    3
121    2462    116    0    5    5
121    2469    118    0    3    3
122    2466    117    0    5    5
122    2473    119    0    3    3
123    2470    118    0    5    5
123    2477    120    0    3    3
124    2474    119    0    5    5
124    2481    121    0    3    3
125    2478    120    0    5    5
125    2485    122    0    3    3
126    2482    121    0    5    5
126    2489    123    0    3    3
127    2486    122    0    5    5
127    2493    124    0    3    3
128    2490    123    0    5    5
128    2497    125    0    3    3
129    2494    124    0    5    5
129    2501    126    0    3    3
129    8    2    1    126    127
129    390    98    0    31    31
130    2498    125    0    5    5
130    2505    127    0    3    3
131    2502    126    0    5    5
131    2509    128    0    3    3
132    2506    127    0    5    5
132    2517    130    0    2    2
132    2513    129    0    3    3
133    2510    128    0    5    5
134    2518    130    0    4    4
134    2514    129    0    5    5
134    2525    132    0    2    2
134    2521    131    0    3    3
135    2529    133    0    2    2
135    2522    131    0    4    4
136    2526    132    0    4    4
136    2533    134    0    2    2
137    2537    135    0    2    2
137    2530    133    0    4    4
138    2541    136    0    2    2
138    2534    134    0    4    4
139    2545    137    0    2    2
139    2538    135    0    4    4
140    2549    138    0    2    2
140    2542    136    0    4    4
141    2553    139    0    2    2
141    2546    137    0    4    4
143    2550    138    0    5    5
143    2557    140    0    3    3
144    2561    141    0    3    3
144    2554    139    0    5    5
145    2558    140    0    5    5
145    2565    142    0    3    3
146    2562    141    0    5    5
146    2569    143    0    3    3
147    2566    142    0    5    5
147    2573    144    0    3    3
148    2577    145    0    3    3
148    2570    143    0    5    5
149    2574    144    0    5    5
149    2581    146    0    3    3
150    2585    147    0    3    3
150    2578    145    0    5    5
151    2589    148    0    3    3
151    2582    146    0    5    5
152    2586    147    0    5    5
152    2593    149    0    3    3
153    2590    148    0    5    5
153    2597    150    0    3    3
154    2601    151    0    3    3
154    2594    149    0    5    5
155    2598    150    0    5    5
155    2605    152    0    3    3
156    2609    153    0    3    3
156    2602    151    0    5    5
157    2613    154    0    3    3
157    2606    152    0    5    5
158    2610    153    0    5    5
158    2617    155    0    3    3
159    2614    154    0    5    5
159    2621    156    0    3    3
160    2625    157    0    3    3
160    2618    155    0    5    5
161    2622    156    0    5    5
161    2629    158    0    3    3
162    2633    159    0    3    3
162    2626    157    0    5    5
163    2637    160    0    3    3
163    2630    158    0    5    5
164    2634    159    0    5    5
164    2641    161    0    3    3
165    2638    160    0    5    5
165    2645    162    0    3    3
166    2649    163    0    3    3
166    2642    161    0    5    5
167    2646    162    0    5    5
167    2653    164    0    3    3
168    2657    165    0    3    3
168    2650    163    0    5    5
169    2661    166    0    3    3
169    2654    164    0    5    5
170    2658    165    0    5    5
170    2665    167    0    3    3
171    2662    166    0    5    5
171    2669    168    0    3    3
172    2673    169    0    3    3
172    2666    167    0    5    5
173    2670    168    0    5    5
173    2677    170    0    3    3
174    2681    171    0    3    3
174    2674    169    0    5    5
175    2685    172    0    3    3
175    2678    170    0    5    5
176    2682    171    0    5    5
176    2689    173    0    3    3
177    2693    174    0    3    3
178    2697    175    0    3    3
178    2690    173    0    5    5
178    2686    172    0    6    6
179    2701    176    0    3    3
180    2705    177    0    3    3
180    2694    174    0    6    6
180    2698    175    0    5    5
181    2709    178    0    3    3
182    2713    179    0    3    3
183    2706    177    0    6    6
183    2702    176    0    7    7
184    2721    181    0    3    3
184    2717    180    0    4    4
186    2714    179    0    7    7
186    2718    180    0    6    6
186    2722    181    0    5    5
186    2725    182    0    4    4
186    2710    178    0    8    8
187    2729    183    0    4    4
189    2726    182    0    7    7
190    2745    187    0    3    3
190    2741    186    0    4    4
190    2733    184    0    6    6
191    2730    183    0    8    8
193    2757    190    0    3    3
193    2746    187    0    6    6
194    2738    185    0    9    9
194    2742    186    0    8    8
195    2765    192    0    3    3
195    2761    191    0    4    4
196    2754    189    0    7    7
196    2750    188    0    8    8
196    2769    193    0    3    3
197    2762    191    0    6    6
198    2753    189    0    9    9
198    2773    194    0    4    4
199    2781    196    0    3    3
199    2777    195    0    4    4
201    2785    197    0    4    4
201    2774    194    1    6    7
202    2770    193    1    8    9
204    2782    196    1    7    8
206    2801    201    0    5    5
207    2797    200    0    7    7
207    2809    203    0    4    4
207    2794    199    1    7    8
207    2805    202    0    5    5
208    2813    204    0    4    4
210    2806    202    0    8    8
210    2802    201    0    9    9
211    2825    207    0    4    4
212    2814    204    0    8    8
212    2821    206    0    6    6
212    2817    205    0    7    7
213    2789    198    0    15    15
215    2833    209    0    6    6
216    2837    210    0    6    6
216    2841    211    0    5    5
216    2829    208    2    6    8
217    2778    195    1    21    22
218    2826    207    0    11    11
218    2822    206    0    12    12
220    2849    213    0    7    7
220    2830    208    0    12    12
221    2861    216    0    5    5
223    2838    210    1    12    13
223    526    132    0    91    91
224    2869    218    0    6    6
224    2865    217    3    4    7
225    2854    214    1    10    11
225    2881    221    0    4    4
225    2866    217    0    8    8
225    2834    209    0    16    16
226    2737    185    0    41    41
226    2857    215    2    9    11
228    2889    223    0    5    5
228    2874    219    3    6    9
229    2877    220    0    9    9
229    2862    216    2    11    13
230    2897    225    1    4    5
230    2886    222    0    8    8
230    2893    224    1    5    6
231    2878    220    0    11    11
231    2901    226    1    4    5
231    2894    224    1    6    7
231    2885    222    0    9    9
232    2902    226    0    6    6
232    2905    227    1    4    5
233    2909    228    1    4    5
233    2873    219    0    14    14
234    2917    230    1    3    4
235    2929    233    0    2    2
235    2890    223    1    11    12
235    2913    229    1    5    6
235    2921    231    0    4    4
236    2898    225    3    8    11
236    2925    232    0    4    4
237    2933    234    0    3    3
238    2910    228    1    9    10
238    2906    227    0    11    11
239    2914    229    1    9    10
239    2926    232    0    7    7
239    2937    235    1    3    4
240    2941    236    0    4    4
241    2930    233    0    8    8
242    2922    231    1    10    11
242    2934    234    0    8    8
242    2945    237    0    5    5
243    2953    239    0    4    4
244    2938    235    0    9    9
244    2949    238    0    6    6
245    2961    241    0    4    4
245    2954    239    0    6    6
245    2957    240    0    5    5
245    2882    221    0    24    24
246    2969    243    0    3    3
246    2942    236    0    10    10
246    2950    238    0    8    8
247    2965    242    1    4    5
247    2946    237    0    10    10
249    2962    241    0    8    8
250    2977    245    1    4    5
250    2973    244    1    5    6
251    2993    249    0    2    2
251    2966    242    0    9    9
251    2981    246    0    5    5
251    2970    243    0    8    8
251    2978    245    0    6    6
251    2842    211    1    39    40
252    2989    248    1    3    4
254    2985    247    1    6    7
254    2858    215    0    39    39
254    2997    250    1    3    4
254    2958    240    0    14    14
256    3001    251    1    4    5
256    2982    246    0    10    10
257    2974    244    0    13    13
257    3013    254    0    3    3
257    2986    247    0    10    10
257    3009    253    1    3    4
257    2990    248    0    9    9
258    3005    252    0    6    6
259    2994    249    0    10    10
259    3017    255    1    3    4
260    3002    251    0    9    9
261    3021    256    0    5    5
261    2870    218    1    42    43
262    3025    257    0    5    5
263    3029    258    0    5    5
263    3006    252    1    10    11
264    3026    257    0    7    7
264    3022    256    0    8    8
265    3030    258    1    6    7
265    3018    255    0    10    10
266    3038    260    0    6    6
266    3033    259    1    6    7
266    3034    259    0    7    7
267    3041    261    0    6    6
267    3037    260    3    4    7
268    3045    262    0    6    6
268    3049    263    0    5    5
269    3057    265    0    4    4
269    3050    263    0    6    6
269    3053    264    0    5    5
271    2998    250    0    21    21
271    3061    266    0    5    5
272    3062    266    0    6    6
272    3054    264    0    8    8
273    3073    269    0    4    4
273    3065    267    0    6    6
273    3058    265    0    8    8
275    3066    267    0    8    8
275    3069    268    0    7    7
276    3077    270    1    5    6
276    3070    268    0    8    8
276    3081    271    0    5    5
277    3074    269    0    8    8
277    3089    273    0    4    4
277    3042    261    0    16    16
278    3082    271    0    7    7
278    3090    273    0    5    5
278    3086    272    0    6    6
279    3093    274    0    5    5
279    3085    272    0    7    7
280    3014    254    0    26    26
280    3078    270    0    10    10
281    3046    262    0    19    19
281    3101    276    1    4    5
281    3105    277    0    4    4
281    3097    275    1    5    6
282    3010    253    0    29    29
283    2818    205    2    76    78
284    3106    277    0    7    7
284    3109    278    0    6    6
284    3098    275    0    9    9
285    3102    276    0    9    9
286    3110    278    0    8    8
286    3094    274    0    12    12
286    3113    279    1    6    7
286    3114    279    0    7    7
287    3129    283    0    4    4
288    3117    280    1    7    8
288    3121    281    2    5    7
289    3122    281    0    8    8
290    3133    284    1    5    6
290    2853    214    1    75    76
290    3126    282    0    8    8
292    3137    285    0    7    7
292    3134    284    0    8    8
293    3145    287    3    3    6
293    3142    286    0    7    7
294    3149    288    0    6    6
294    3153    289    0    5    5
294    3146    287    0    7    7
294    20    5    185    104    289
295    3138    285    1    9    10
295    3141    286    2    7    9
296    3161    291    0    5    5
297    3130    283    1    13    14
297    3165    292    0    5    5
297    3150    288    1    8    9
298    3169    293    0    5    5
298    3154    289    1    8    9
299    3158    290    0    9    9
300    3173    294    0    6    6
301    3177    295    1    5    6
301    3166    292    0    9    9
302    3185    297    0    5    5
302    3174    294    0    8    8
304    3189    298    1    5    6
305    3193    299    2    4    6
305    3170    293    0    12    12
306    3190    298    0    8    8
306    3186    297    0    9    9
306    3178    295    0    11    11
306    3194    299    0    7    7
307    3201    301    0    6    6
308    3181    296    2    10    12
309    3213    304    0    5    5
309    3205    302    0    7    7
310    3202    301    0    9    9
311    3217    305    1    5    6
312    3229    308    0    4    4
312    3210    303    0    9    9
313    3206    302    0    11    11
313    3225    307    1    5    6
314    3221    306    1    7    8
315    3226    307    0    8    8
316    3214    304    1    11    12
318    3230    308    1    9    10
318    2918    230    75    13    88
318    3245    312    1    5    6
320    3250    313    0    7    7
320    3238    310    1    9    10
320    3241    311    4    5    9
322    3253    314    2    6    8
323    3257    315    0    8    8
323    3242    311    1    11    12
323    3261    316    0    7    7
324    3265    317    0    7    7
324    3157    290    1    33    34
324    3254    314    0    10    10
327    3246    312    0    15    15
327    3281    321    1    5    6
327    3273    319    1    7    8
330    3258    315    0    15    15
331    3285    322    2    7    9
332    3198    300    0    32    32
332    3270    318    2    12    14
332    3293    324    1    7    8
333    3301    326    1    6    7
333    3282    321    2    10    12
334    3297    325    1    8    9
336    3317    330    0    6    6
337    3309    328    1    8    9
338    2793    199    0    139    139
339    3298    325    1    13    14
339    3294    324    2    13    15
342    3337    335    1    6    7
342    3302    326    1    15    16
342    3341    336    2    4    6
342    3333    334    2    6    8
343    3322    331    1    11    12
343    2850    213    1    129    130
343    3345    337    1    5    6
343    3326    332    0    11    11
343    3338    335    0    8    8
343    3349    338    0    5    5
343    3318    330    1    12    13
343    3329    333    1    9    10
345    3313    329    1    15    16
345    3237    310    2    33    35
347    3373    344    1    2    3
347    3357    340    1    6    7
347    3353    339    1    7    8
348    3233    309    1    38    39
349    3369    343    1    5    6
350    3342    336    1    13    14
350    3365    342    3    5    8
350    3350    338    1    11    12
351    3362    341    2    8    10
351    3377    345    1    5    6
351    3354    339    1    11    12
352    3370    343    1    8    9
352    3389    348    0    4    4
353    3378    345    0    8    8
353    3381    346    1    6    7
354    3385    347    1    6    7
354    3366    342    0    12    12
354    3346    337    0    17    17
357    3413    354    0    3    3
357    3401    351    1    5    6
357    3358    340    2    15    17
357    3397    350    1    6    7
357    3374    344    3    10    13
358    3390    348    1    9    10
358    3405    352    0    6    6
358    3409    353    0    5    5
358    3393    349    2    7    9
359    3382    346    0    13    13
359    3394    349    1    9    10
360    3417    355    1    4    5
360    3386    347    2    11    13
361    3398    350    1    10    11
362    3406    352    1    9    10
362    3429    358    0    4    4
363    3421    356    1    6    7
364    3426    357    1    6    7
364    3425    357    1    6    7
365    3402    351    5    9    14
365    3410    353    1    11    12
366    3414    354    2    10    12
367    3418    355    0    12    12
367    3437    360    1    6    7
368    3438    360    1    7    8
368    3434    359    1    8    9
369    3453    364    0    5    5
369    3445    362    1    6    7
369    3449    363    1    5    6
370    3441    361    3    6    9
370    3446    362    0    8    8
371    3457    365    0    6    6
371    3450    363    0    8    8
372    3461    366    0    6    6
372    3442    361    1    10    11
373    3430    358    6    9    15
374    3465    367    1    6    7
375    3473    369    1    5    6
375    3422    356    11    8    19
375    3469    368    1    6    7
376    3481    371    0    5    5
376    3477    370    0    6    6
376    3462    366    1    9    10
377    3454    364    1    12    13
377    3485    372    0    5    5
377    3458    365    1    11    12
378    3466    367    1    10    11
378    3489    373    0    5    5
379    3470    368    1    10    11
379    3433    359    1    19    20
380    3478    370    1    9    10
381    3498    375    1    5    6
382    3493    374    2    6    8
382    3497    375    1    6    7
382    3482    371    1    10    11
383    3513    379    1    3    4
383    3509    378    1    4    5
383    3505    377    0    6    6
384    3521    381    0    3    3
384    3494    374    1    9    10
385    3529    383    0    2    2
385    3486    372    1    12    13
385    3501    376    1    8    9
385    3510    378    0    7    7
386    3474    369    5    12    17
386    3525    382    1    3    4
386    3514    379    0    7    7
386    3490    373    1    12    13
387    3517    380    1    6    7
387    3361    341    1    45    46
388    3522    381    1    6    7
389    3533    384    1    4    5
389    3506    377    4    8    12
390    3518    380    0    10    10
390    3537    385    1    4    5
390    3321    331    2    57    59
390    3325    332    1    57    58
392    3545    387    1    4    5
392    3541    386    1    5    6
392    3538    385    0    7    7
392    3334    334    1    57    58
393    3330    333    1    59    60
394    3305    327    0    67    67
394    3502    376    6    12    18
394    3534    384    0    10    10
396    3553    389    1    6    7
396    3554    389    0    7    7
397    3557    390    2    5    7
397    3561    391    0    6    6
397    3549    388    3    6    9
397    3550    388    1    8    9
397    3569    393    0    4    4
398    3314    329    0    69    69
398    3234    309    1    88    89
399    3546    387    1    11    12
401    3558    390    0    11    11
401    3565    392    2    7    9
402    3589    398    0    4    4
402    3581    396    1    5    6
403    3573    394    1    8    9
403    3586    397    0    6    6
403    3582    396    0    7    7
405    3574    394    2    9    11
405    3597    400    0    5    5
406    3310    328    0    78    78
406    3585    397    4    5    9
406    3590    398    0    8    8
407    3593    399    0    8    8
407    3594    399    0    8    8
407    3602    401    0    6    6
408    3601    401    1    6    7
408    3605    402    1    5    6
409    3570    393    1    15    16
410    3606    402    0    8    8
410    3610    403    0    7    7
411    3617    405    1    5    6
411    3609    403    1    7    8
411    3621    406    1    4    5
411    3613    404    1    6    7
412    3542    386    19    7    26
414    3598    400    4    10    14
414    3614    404    3    7    10
415    3618    405    1    9    10
415    3629    408    1    6    7
415    3625    407    1    7    8
415    3626    407    0    8    8
415    3562    391    2    22    24
416    3637    410    1    5    6
417    3645    412    0    5    5
417    3638    410    0    7    7
418    3634    409    1    8    9
419    3653    414    1    4    5
419    3630    408    1    10    11
420    3661    416    0    4    4
420    3657    415    1    4    5
420    3641    411    2    7    9
421    3642    411    0    10    10
421    3578    395    5    21    26
423    3622    406    8    9    17
423    3654    414    1    8    9
424    3665    417    1    6    7
424    3646    412    1    11    12
425    3673    419    1    5    6
425    3669    418    3    4    7
427    3689    423    1    3    4
427    3674    419    0    8    8
427    3662    416    1    10    11
429    3650    413    4    12    16
429    3685    422    1    6    7
430    3670    418    1    11    12
430    3678    420    0    10    10
430    3693    424    1    5    6
430    3666    417    1    12    13
430    3697    425    1    4    5
431    3705    427    1    3    4
433    3658    415    8    10    18
434    3717    430    0    4    4
434    3713    429    0    5    5
434    3690    423    1    10    11
434    3701    426    1    7    8
435    3709    428    1    6    7
435    3686    422    5    8    13
436    3721    431    1    4    5
438    3729    433    0    5    5
439    3714    429    1    9    10
439    3725    432    1    6    7
441    3530    383    46    12    58
442    3694    424    1    17    18
442    3702    426    2    14    16
443    3726    432    1    10    11
443    3741    436    1    6    7
444    3730    433    1    10    11
444    3722    431    1    12    13
445    3738    435    0    10    10
447    3734    434    4    9    13
447    3749    438    3    6    9
447    3765    442    0    5    5
448    3757    440    1    7    8
449    3754    439    1    9    10
450    3746    437    2    11    13
451    3789    448    0    3    3
451    3762    441    0    10    10
451    3777    445    0    6    6
451    3781    446    0    5    5
452    3773    444    0    8    8
453    3785    447    0    6    6
455    3737    435    1    19    20
455    3793    449    0    6    6
455    3778    445    0    10    10
456    3770    443    0    13    13
456    3682    421    1    34    35
456    3782    446    0    10    10
456    3761    441    5    10    15
457    3774    444    0    13    13
458    3745    437    0    21    21
459    3805    452    0    7    7
460    32    8    340    112    452
461    3813    454    1    6    7
463    3817    455    1    7    8
463    3698    425    1    37    38
463    3809    453    2    8    10
464    3801    451    2    11    13
465    3798    450    1    14    15
466    3825    457    2    7    9
466    3266    317    2    147    149
467    3829    458    2    7    9
468    3810    453    1    14    15
469    3209    303    0    166    166
469    3837    460    1    8    9
469    3841    461    2    6    8
469    3833    459    2    8    10
472    3802    451    3    18    21
473    3842    461    1    11    12
473    3118    280    0    193    193
473    3853    464    2    7    9
473    3865    467    0    6    6
475    3861    466    0    9    9
475    3850    463    0    12    12
475    3838    460    2    13    15
476    3858    465    0    11    11
477    3889    473    0    4    4
477    3877    470    0    7    7
477    3854    464    1    12    13
478    3893    474    1    3    4
478    3866    467    1    10    11
479    3897    475    0    4    4
479    3870    468    1    10    11
480    3886    472    0    8    8
480    3878    470    2    8    10
481    3882    471    2    8    10
481    3890    473    0    8    8
481    3898    475    0    6    6
481    3905    477    0    4    4
482    3885    472    0    10    10
482    3901    476    0    6    6
482    3909    478    0    4    4
482    3845    462    1    19    20
483    3913    479    0    4    4
483    3873    469    2    12    14
483    3906    477    0    6    6
483    3881    471    1    11    12
484    3902    476    0    8    8
484    3917    480    0    4    4
485    3894    474    0    11    11
486    3921    481    0    5    5
486    3910    478    0    8    8
487    3914    479    0    8    8
487    3814    454    2    31    33
487    3849    463    1    23    24
488    3857    465    3    20    23
488    3869    468    2    18    20
489    3929    483    0    6    6
490    3933    484    1    5    6
491    3922    481    0    10    10
491    3874    469    2    20    22
491    3758    440    28    23    51
492    3918    480    0    12    12
492    3862    466    1    25    26
492    3945    487    1    4    5
493    3937    485    3    5    8
493    3941    486    1    6    7
493    3846    462    2    29    31
494    3934    484    1    9    10
494    3806    452    1    41    42
495    3949    488    1    6    7
496    3938    485    1    10    11
497    3946    487    0    10    10
497    3942    486    0    11    11
497    3961    491    0    6    6
497    3953    489    2    6    8
497    3965    492    1    4    5
498    3957    490    2    6    8
499    3973    494    1    4    5
499    3930    483    8    8    16
====================================
Battle_result: Draw
====================================
For Earth army:
Total Es: 499
Total Et: 499
Total Eg: 499
Total healed units percentage: 0.601202 %
percentage of destructed Es: 0.801603 %
percentage of destructed Et: 0.400802 %
percentage of destructed Eg: 0 %
percentage of total destructed units: 0.400802 %
Average Df: 87.6667
Average Dd: 92.1667
Average Db: 179.833
Df//Db: 0.487488
Dd/Db: 0.512512
====================================
For Alien army:
Total As: 0
Total Am: 998
Total Ad: 998
percentage of destructed As: -nan(ind) %
percentage of destructed Am: 92.7856 %
percentage of destructed Ad: 0 %
percentage of total destructed units: 46.3928 %
Average Df: 0.655508
Average Dd: 8.0324
Average Db: 8.68791
Df//Db: 0.0754506
Dd/Db: 0.924549
